SECTOR,SHELF,REEF_NAME,REEF_ID,YEAR_CODE,REEF_YEAR_CODE_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,REPORT_YEAR,SAMPLE_DATE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,TOWS,sample_year,sample_month,Temperature,Temperature_aveyearly
PO,M,BRIGGS REEF (NO 4),20299D,200304,20299D200304,-20.6,150.441667,RM,12,2004,18/10/2003,25,2.5,2.5,18.889,2.5,2.5,2,0.222,0,0,9,2003,10,29.2,27.2
PO,M,BRIGGS REEF (NO 4),20299D,200001,20299D200001,-20.6,150.441667,RM,9,2001,1/09/2000,35,2.5,2.5,44.219,2.5,2.5,4,0.5,0,0,8,2000,9,26.2,25.8
CB,O,BROOMFIELD REEF,23048S,201920,23048S201920,-23.275,151.941667,RAP,28,2020,8/01/2020,56.25,2.5,0,51.675,6.8,0.65,0,0,15,0.3,50,2020,1,29.9,26.2
CB,O,BROOMFIELD REEF,23048S,201617,23048S201617,-23.275,151.941667,RM,25,2017,14/01/2017,45,2.5,0,44.867,5,1.17,0,0,11,0.234042553,47,2017,1,29.9,26.5
CB,O,BROOMFIELD REEF,23048S,200910,23048S200910,-23.275,151.941667,RMRAP,18,2010,13/01/2010,15,2.5,2.5,16.806,3.167,1.667,0,0,2,0.044444444,45,2010,1,28.9,25.4
CB,O,BROOMFIELD REEF,23048S,200506,23048S200506,-23.275,151.941667,RMRAP,14,2006,10/03/2006,35,2.5,2.5,36.589,6.563,2.5,0,0,7,0.145833333,48,2006,3,28.2,25.9
CB,O,BROOMFIELD REEF,23048S,202021,23048S202021,-23.275,151.941667,RM,29,2021,24/08/2020,62.5,2.5,0,58.194,5.463,0.231,0,0,5,0.092592593,54,2020,8,22.9,26.2
CB,O,BROOMFIELD REEF,23048S,200203,23048S200203,-23.275,151.941667,RM,11,2003,19/09/2002,35,2.5,2.5,35.833,3.571,2.5,0,0,0,0,42,2002,9,24.4,26.2
CB,O,BROOMFIELD REEF,23048S,201415,23048S201415,-23.275,151.941667,RM,23,2015,19/08/2014,45,2.5,2.5,41.739,4.076,1.793,0,0,5,0.108695652,46,2014,8,22.5,25.8
TO,M,DAVIES REEF,18096S,199293,18096S199293,-18.825,147.641667,RM,1,1993,18/08/1992,20,0,0,21.705,0,1.591,2,0.045,0,0,44,1992,8,26.5,29.4
CB,O,BROOMFIELD REEF,23048S,201213,23048S201213,-23.275,151.941667,RM,21,2013,26/08/2012,25,2.5,2.5,32.455,5.409,1.591,0,0,4,0.072727273,55,2012,8,21.9,25.2
CB,O,BROOMFIELD REEF,23048S,200809,23048S200809,-23.275,151.941667,RM,17,2009,19/11/2008,15,2.5,2.5,14.942,5.116,2.442,0,0,5,0.11627907,43,2008,11,28.6,25.3
CB,O,BROOMFIELD REEF,23048S,200102,23048S200102,-23.275,151.941667,RM,10,2002,8/08/2001,35,2.5,2.5,35.61,7.134,2.256,0,0,0,0,41,2001,8,22.5,26.1
CB,O,BROOMFIELD REEF,23048S,201819,23048S201819,-23.275,151.941667,RM,27,2019,16/09/2018,56.25,2.5,2.5,52.995,3.073,1.51,0,0,2,0.041666667,48,2018,9,24.4,26.2
CB,O,BROOMFIELD REEF,23048S,201314,23048S201314,-23.275,151.941667,RMRAP,22,2014,16/09/2013,35,2.5,2.5,32.209,3.663,1.628,0,0,6,0.139534884,43,2013,9,26.4,25.2
CB,O,BROOMFIELD REEF,23048S,201516,23048S201516,-23.275,151.941667,RMRAP,24,2016,17/10/2015,45,2.5,0,50,4.167,1.078,0,0,4,0.078431373,51,2015,10,25.3,25.9
CB,O,BROOMFIELD REEF,23048S,201718,23048S201718,-23.275,151.941667,RMRAP,26,2018,22/10/2017,45,2.5,2.5,47.938,5.875,1.688,0,0,0,0,40,2017,10,26.4,26.5
CB,O,BROOMFIELD REEF,23048S,201011,23048S201011,-23.275,151.941667,RM,19,2011,29/11/2010,15,2.5,2.5,18.333,3.802,1.927,0,0,3,0.0625,48,2010,11,26,25.4
CB,O,BROOMFIELD REEF,23048S,200304,23048S200304,-23.275,151.941667,RM,12,2004,27/10/2003,25,2.5,2.5,24.419,4.477,2.384,0,0,0,0,43,2003,10,27.2,26
CB,O,BROOMFIELD REEF,23048S,200001,23048S200001,-23.275,151.941667,RM,9,2001,13/09/2000,35,2.5,2.5,34.461,4.314,2.5,0,0,0,0,51,2000,9,25.1,25.2
CB,O,BROOMFIELD REEF,23048S,200607,23048S200607,-23.275,151.941667,RM,15,2007,21/11/2006,15,2.5,2.5,20.982,6.369,2.5,0,0,12,0.285714286,42,2006,11,27.3,25.9
CB,O,BROOMFIELD REEF,23048S,199697,23048S199697,-23.275,151.941667,RM,5,1997,12/11/1996,25,0,1.25,30.327,0,1.25,0,0,0,0,42,1996,11,28.6,26.4
CB,O,BROOMFIELD REEF,23048S,200708,23048S200708,-23.275,151.941667,RMRAP,16,2008,30/11/2007,45,2.5,2.5,39.548,3.883,1.543,0,0,25,0.531914894,47,2007,11,26.4,25.5
CB,O,BROOMFIELD REEF,23048S,199495,23048S199495,-23.275,151.941667,RM,3,1995,26/11/1994,15,0,0,22,0,0.389,0,0,0,0,45,1994,11,28,25.9
CB,O,BROOMFIELD REEF,23048S,199798,23048S199798,-23.275,151.941667,RM,6,1998,5/12/1997,25,2.5,0,29.688,6.198,0.625,0,0,0,0,48,1997,12,28.6,25.8
CB,O,BROOMFIELD REEF,23048S,199899,23048S199899,-23.275,151.941667,RM,7,1999,27/11/1998,35,2.5,2.5,36.964,6.684,1.48,0,0,0,0,49,1998,11,26.7,26.1
CB,O,BROOMFIELD REEF,23048S,200405,23048S200405,-23.275,151.941667,RM,13,2005,3/12/2004,25,2.5,2.5,29.528,5.278,2,0,0,0,0,45,2004,12,29.1,26.3
CB,O,BROOMFIELD REEF,23048S,199596,23048S199596,-23.275,151.941667,RM,4,1996,10/12/1995,25,0,0,23.75,0,0.732,0,0,0,0,41,1995,12,29,25.5
CB,O,BROOMFIELD REEF,23048S,199900,23048S199900,-23.275,151.941667,RM,8,2000,1/12/1999,35,2.5,2.5,40.854,5.61,1.585,0,0,0,0,41,1999,12,27.1,25.3
TO,O,DIP REEF,18039S,199293,18039S199293,-18.416667,147.458333,RM,1,1993,28/05/1992,20,0,0,14.146,0,0.976,0,0,0,0,41,1992,5,28.5,29.4
PO,M,CANNAN REEF,20144S,201617,20144S201617,-20.483333,150.141667,RM,25,2017,24/02/2017,15,2.5,2.5,24.226,2.5,2.5,0,0,46,2.19047619,21,2017,2,30.8,27.6
PO,M,CANNAN REEF,20144S,199899,20144S199899,-20.483333,150.141667,RM,7,1999,16/03/1999,30,2.5,2.5,31.938,4,2.375,0,0,0,0,20,1999,3,28.5,26
PO,M,CANNAN REEF,20144S,200102,20144S200102,-20.483333,150.141667,RM,10,2002,2/08/2001,25,2.5,2.5,25.893,2.738,2.143,0,0,0,0,21,2001,8,23.8,27.2
PO,M,CANNAN REEF,20144S,200405,20144S200405,-20.483333,150.141667,RM,13,2005,5/12/2004,25,2.5,2.5,21.522,2.5,2.283,19,0.826,0,0,23,2004,12,30.7,27.3
CL,O,CARTER REEF,14137S,199293,14137S199293,-14.55,145.583333,RM,1,1993,22/05/1993,5,0,0,16.488,0,1.548,0,0,0,0,84,1993,5,27.5,29.1
CL,O,CARTER REEF,14137S,200203,14137S200203,-14.55,145.583333,RM,11,2003,31/07/2002,35,2.5,2.5,32.84,4.506,2.191,0,0,0,0,81,2002,7,26.4,29.2
CL,O,CARTER REEF,14137S,200304,14137S200304,-14.55,145.583333,RM,12,2004,25/08/2003,15,2.5,2.5,20.54,4.043,2.438,0,0,0,0,81,2003,8,27.9,29.7
CL,O,CARTER REEF,14137S,200405,14137S200405,-14.55,145.583333,RM,13,2005,31/08/2004,25,2.5,2.5,28.59,2.529,1.89,0,0,0,0,86,2004,8,27.4,29.8
CL,O,CARTER REEF,14137S,200102,14137S200102,-14.55,145.583333,RM,10,2002,8/07/2001,25,2.5,2.5,35.058,3.11,1.89,0,0,0,0,86,2001,7,26.5,29.4
CL,O,CARTER REEF,14137S,199495,14137S199495,-14.55,145.583333,RM,3,1995,19/10/1994,15,0,0,18.173,0,0.192,0,0,0,0,91,1994,10,29.9,29.3
CL,O,CARTER REEF,14137S,201415,14137S201415,-14.55,145.583333,RM,23,2015,29/11/2014,7.5,2.5,0,9.688,2.786,0.651,0,0,58,0.604166667,96,2014,11,31.4,29.6
CL,O,CARTER REEF,14137S,202021,14137S202021,-14.55,145.583333,RM,29,2021,22/10/2020,7.5,2.5,0,17.727,5.649,0.032,0,0,76,0.987012987,77,2020,10,30.8,30.4
CL,O,CARTER REEF,14137S,200809,14137S200809,-14.55,145.583333,RM,17,2009,2/11/2008,15,2.5,2.5,14.647,3.179,1.467,0,0,40,0.434782609,92,2008,11,33,29.7
CL,O,CARTER REEF,14137S,201011,14137S201011,-14.55,145.583333,RM,19,2011,31/10/2010,25,2.5,2.5,21.344,3.281,2.094,0,0,51,0.6375,80,2010,10,31,30.2
CL,O,CARTER REEF,14137S,200001,14137S200001,-14.55,145.583333,RM,9,2001,15/07/2000,25,2.5,2.5,31.279,3.649,2.328,0,0,0,0,87,2000,7,29,28.9
CL,O,CARTER REEF,14137S,200506,14137S200506,-14.55,145.583333,RAP,14,2006,16/10/2005,7.5,2.5,2.5,14.345,2.768,1.339,0,0,56,0.666666667,84,2005,10,31,30.1
CL,O,CARTER REEF,14137S,200607,14137S200607,-14.55,145.583333,RM,15,2007,14/10/2006,15,2.5,2.5,14.266,2.636,2.31,0,0,44,0.47826087,92,2006,10,29.3,29.3
CL,O,CARTER REEF,14137S,199900,14137S199900,-14.55,145.583333,RM,8,2000,15/10/1999,25,2.5,2.5,29.89,4.121,2.445,0,0,0,0,91,1999,10,30.4,29.1
CL,O,CARTER REEF,14137S,199798,14137S199798,-14.55,145.583333,RM,6,1998,14/10/1997,15,2.5,2.5,18.382,3.353,1.588,1,0.012,0,0,85,1997,10,29.3,28.9
CL,O,CARTER REEF,14137S,201617,14137S201617,-14.55,145.583333,RM,25,2017,10/12/2016,2.5,2.5,2.5,3.937,2.845,6.638,0,0,48,0.551724138,87,2016,12,32.8,30.6
CL,O,CARTER REEF,14137S,200708,14137S200708,-14.55,145.583333,RAP,16,2008,25/08/2007,15,2.5,2.5,13.577,3.191,1.649,0,0,55,0.585106383,94,2007,8,26.9,29.6
CL,O,CARTER REEF,14137S,199596,14137S199596,-14.55,145.583333,RM,4,1996,7/10/1995,15,0,0,17.17,0,0.797,0,0,0,0,91,1995,10,30.3,29.7
CL,O,CARTER REEF,14137S,199899,14137S199899,-14.55,145.583333,RM,7,1999,11/10/1998,15,2.5,2.5,29.955,5,1.667,0,0,0,0,84,1998,10,31.6,29.9
CL,O,CARTER REEF,14137S,201213,14137S201213,-14.55,145.583333,RM,21,2013,23/10/2012,7.5,2.5,0,12.5,3.302,0.895,0,0,59,0.728395062,81,2012,10,29.4,29.4
CL,O,CARTER REEF,14137S,201819,14137S201819,-14.55,145.583333,RM,27,2019,5/12/2018,2.5,2.5,0,6.709,2.753,0.127,0,0,45,0.569620253,79,2018,12,32.5,30
PC,M,CELEBRATION REEF,13041S,201213,13041S201213,-13.275,143.691667,RM,21,2013,6/02/2013,15,2.5,2.5,12.34,3.245,2.34,1,0.021,2,0.042553191,47,2013,2,33.9,32.1
PC,M,CELEBRATION REEF,13041S,201617,13041S201617,-13.275,143.691667,RM,25,2017,21/08/2016,7.5,2.5,7.5,11.759,4.074,10.093,1,0.019,4,0.074074074,54,2016,8,30.9,32.9
PC,M,CELEBRATION REEF,13041S,199394,13041S199394,-13.275,143.691667,RM,2,1994,2/10/1993,25,0,0,21.912,0,0.539,0,0,0,0,51,1993,10,32.5,30.7
PC,M,CELEBRATION REEF,13041S,200506,13041S200506,-13.275,143.691667,RAP,14,2006,7/10/2005,2.5,2.5,2.5,3.542,4.844,1.354,0,0,3,0.0625,48,2005,10,33.9,31.8
PC,M,CELEBRATION REEF,13041S,199900,13041S199900,-13.275,143.691667,RM,8,2000,11/10/1999,15,7.5,2.5,20.99,7.188,2.24,4,0.083,0,0,48,1999,10,32.8,30.7
SW,M,CENTENERY REEF,21241S,200405,21241S200405,-21.283333,152.333333,RM,13,2005,26/11/2004,45,2.5,2.5,48.558,3.526,2.372,0,0,0,0,39,2004,11,29.8,27.9
TO,M,CENTIPEDE REEF,18088S,200203,18088S200203,-18.725,147.541667,RM,11,2003,16/03/2003,15,2.5,2.5,14.792,2.583,2.292,0,0,0,0,60,2003,3,31.6,30.1
TO,M,CENTIPEDE REEF,18088S,200102,18088S200102,-18.725,147.541667,RM,10,2002,15/02/2002,15,2.5,2.5,16.598,1.926,2.172,0,0,0,0,61,2002,2,32.7,29.9
TO,M,CENTIPEDE REEF,18088S,200708,18088S200708,-18.725,147.541667,RAP,16,2008,20/05/2008,2.5,2.5,0,5.833,2.456,0.57,0,0,18,0.315789474,57,2008,5,27.6,29
TO,M,CENTIPEDE REEF,18088S,201516,18088S201516,-18.725,147.541667,RAP,24,2016,17/05/2016,15,2.5,2.5,14.886,2.652,2.614,0,0,20,0.303030303,66,2016,5,29.8,30.1
TO,M,CENTIPEDE REEF,18088S,201920,18088S201920,-18.725,147.541667,RAP,28,2020,12/06/2020,7.5,2.5,2.5,14.216,2.687,1.53,1,0.015,16,0.23880597,67,2020,6,26.6,29.8
TO,M,CENTIPEDE REEF,18088S,200910,18088S200910,-18.725,147.541667,RAP,18,2010,15/04/2010,2.5,2.5,0,5.776,2.414,0.345,0,0,18,0.310344828,58,2010,4,29.4,29
TO,M,CENTIPEDE REEF,18088S,200506,18088S200506,-18.725,147.541667,RAP,14,2006,26/09/2006,2.5,2.5,2.5,5.351,2.368,1.491,104,1.825,32,0.561403509,57,2006,9,27.5,29
TO,M,CENTIPEDE REEF,18088S,201718,18088S201718,-18.725,147.541667,RAP,26,2018,30/04/2018,7.5,2.5,2.5,12.5,2.414,1.94,1,0.017,8,0.137931034,58,2018,4,30.5,29.7
CL,I,EGRET REEF,15013S,199293,15013S199293,-15.475,145.416667,RM,1,1993,13/05/1993,20,0,0,17.9,0,1.3,0,0,0,0,50,1993,5,27.5,29.1
SW,M,CENTRAL REEF,21577S,200405,21577S200405,-21.925,152.516667,RM,13,2005,24/11/2004,2.5,2.5,2.5,3.047,2.5,1.406,1,0.031,0,0,32,2004,11,29.8,27.9
SW,M,CENTRAL REEF,21577S,199596,21577S199596,-21.925,152.516667,RM,4,1996,26/11/1995,68.75,0,2.5,59.911,0,2.5,4,0.143,0,0,28,1995,11,28.6,25.5
CU,M,CHARITY REEF,19047S,199900,19047S199900,-19.366667,148.333333,RM,8,2000,27/03/2000,15,2.5,2.5,17.462,2.5,1.894,0,0,0,0,33,2000,3,30.2,27.8
CU,M,CHARITY REEF,19047S,200607,19047S200607,-19.366667,148.333333,RM,15,2007,16/03/2007,2.5,2.5,0,2.778,3.958,0.556,0,0,5,0.138888889,36,2007,3,31.5,28.1
CU,M,CHARITY REEF,19047S,199697,19047S199697,-19.366667,148.333333,RM,5,1997,23/05/1997,7.5,0,0,6.29,0,0.726,0,0,0,0,31,1997,5,27,28.5
CU,M,CHARITY REEF,19047S,202021,19047S202021,-19.366667,148.333333,RM,29,2021,23/03/2021,15,2.5,2.5,17.689,2.5,1.97,0,0,8,0.242424242,33,2021,3,31.6,29.2
CU,M,CHARITY REEF,19047S,199394,19047S199394,-19.366667,148.333333,RM,2,1994,18/12/1993,2.5,0,0,3.712,0,0.455,0,0,0,0,33,1993,12,31.5,28.8
CU,M,CHARITY REEF,19047S,200203,19047S200203,-19.366667,148.333333,RM,11,2003,7/12/2002,7.5,2.5,2.5,8.712,2.652,5.455,130,3.939,0,0,33,2002,12,31.8,29.2
TO,O,CHICKEN REEF,18086S,200203,18086S200203,-18.658333,147.708333,RM,11,2003,19/03/2003,15,2.5,2.5,19.096,2.5,2.606,186,3.957,0,0,47,2003,3,31.6,30.1
TO,O,CHICKEN REEF,18086S,200102,18086S200102,-18.658333,147.708333,RM,10,2002,7/02/2002,15,2.5,2.5,19.613,3.214,2.619,0,0,0,0,42,2002,2,32.7,29.9
TO,O,CHICKEN REEF,18086S,200809,18086S200809,-18.658333,147.708333,RM,17,2009,30/04/2009,15,2.5,2.5,11.968,8.883,1.383,0,0,4,0.085106383,47,2009,4,30.7,29.5
TO,O,CHICKEN REEF,18086S,200708,18086S200708,-18.658333,147.708333,RMRAP,16,2008,17/05/2008,7.5,2.5,0,6,7.813,0.438,0,0,10,0.25,40,2008,5,27.6,29
TO,O,CHICKEN REEF,18086S,201516,18086S201516,-18.658333,147.708333,RMRAP,24,2016,7/05/2016,15,2.5,2.5,11.359,2.5,2.391,0,0,20,0.434782609,46,2016,5,29.8,30.1
TO,O,CHICKEN REEF,18086S,199495,18086S199495,-18.658333,147.708333,RM,3,1995,18/04/1995,15,0,0,16.477,0,0.852,0,0,0,0,44,1995,4,31.4,29.4
TO,O,CHICKEN REEF,18086S,199697,18086S199697,-18.658333,147.708333,RM,5,1997,31/03/1997,15,0,0,13.188,0,0.813,0,0,0,0,40,1997,3,30.1,28.7
TO,O,CHICKEN REEF,18086S,200001,18086S200001,-18.658333,147.708333,RM,9,2001,3/05/2001,15,2.5,2.5,20.145,3.372,1.86,0,0,0,0,43,2001,5,28.7,30.1
TO,O,CHICKEN REEF,18086S,201920,18086S201920,-18.658333,147.708333,RAP,28,2020,28/05/2020,15,2.5,2.5,22.104,3.11,1.402,0,0,10,0.243902439,41,2020,5,26.8,29.8
TO,O,CHICKEN REEF,18086S,201011,18086S201011,-18.658333,147.708333,RM,19,2011,3/05/2011,2.5,2.5,0,3.354,2.5,0.61,0,0,7,0.170731707,41,2011,5,26.8,28.6
TO,O,CHICKEN REEF,18086S,200304,18086S200304,-18.658333,147.708333,RM,12,2004,1/05/2004,7.5,2.5,2.5,8.564,4.574,3.032,118,2.511,0,0,47,2004,5,28.3,29.7
TO,O,CHICKEN REEF,18086S,201112,18086S201112,-18.658333,147.708333,RMRAP,20,2012,25/04/2012,2.5,2.5,0,2.622,2.5,0.061,0,0,12,0.292682927,41,2012,4,30.2,28.8
TO,O,CHICKEN REEF,18086S,201314,18086S201314,-18.658333,147.708333,RMRAP,22,2014,2/05/2014,2.5,2.5,0,6.221,3.605,0.116,0,0,15,0.348837209,43,2014,5,28.1,29.1
TO,O,CHICKEN REEF,18086S,199900,18086S199900,-18.658333,147.708333,RM,8,2000,3/05/2000,15,2.5,2.5,18.537,5.366,2.012,1,0.024,0,0,41,2000,5,27.4,28.5
TO,O,CHICKEN REEF,18086S,200506,18086S200506,-18.658333,147.708333,RMRAP,14,2006,24/09/2006,7.5,2.5,2.5,9.643,4.5,1.286,0,0,6,0.171428571,35,2006,9,27.5,29
TO,O,CHICKEN REEF,18086S,200910,18086S200910,-18.658333,147.708333,RMRAP,18,2010,12/04/2010,7.5,2.5,0,11.218,3.269,1.154,0,0,11,0.282051282,39,2010,4,29.4,29
TO,O,CHICKEN REEF,18086S,199899,18086S199899,-18.658333,147.708333,RM,7,1999,24/04/1999,15,2.5,2.5,18.83,5.585,2.5,0,0,0,0,47,1999,4,28.9,29.1
TO,O,CHICKEN REEF,18086S,200405,18086S200405,-18.658333,147.708333,RM,13,2005,7/05/2005,7.5,2.5,2.5,7.926,3.138,1.915,184,3.915,0,0,47,2005,5,28.5,29.8
TO,O,CHICKEN REEF,18086S,201415,18086S201415,-18.658333,147.708333,RM,23,2015,4/05/2015,7.5,2.5,2.5,9.722,2.5,1.722,0,0,7,0.155555556,45,2015,5,29.1,30.1
TO,O,CHICKEN REEF,18086S,201617,18086S201617,-18.658333,147.708333,RM,25,2017,13/05/2017,15,2.5,2.5,14.62,2.989,1.685,0,0,0,0,46,2017,5,28,29.6
TO,O,CHICKEN REEF,18086S,201213,18086S201213,-18.658333,147.708333,RM,21,2013,22/05/2013,2.5,2.5,0,5.449,2.756,1.026,0,0,3,0.076923077,39,2013,5,27.6,29.7
TO,O,CHICKEN REEF,18086S,199596,18086S199596,-18.658333,147.708333,RM,4,1996,26/04/1996,25,0,0,18.718,0,0.577,0,0,0,0,39,1996,4,30,29.2
TO,O,CHICKEN REEF,18086S,201718,18086S201718,-18.658333,147.708333,RMRAP,26,2018,28/04/2018,15,2.5,2.5,18.587,5.109,1.522,0,0,17,0.369565217,46,2018,4,30.5,29.7
TO,O,CHICKEN REEF,18086S,200607,18086S200607,-18.658333,147.708333,RM,15,2007,18/05/2007,7.5,2.5,2.5,7.866,4.39,1.402,0,0,3,0.073170732,41,2007,5,29.4,28.9
TO,O,CHICKEN REEF,18086S,199798,18086S199798,-18.658333,147.708333,RM,6,1998,4/05/1998,25,7.5,2.5,25.462,10.815,2.228,0,0,0,0,46,1998,5,28.2,29.4
TO,O,CHICKEN REEF,18086S,202021,18086S202021,-18.658333,147.708333,RM,29,2021,20/03/2021,25,2.5,2.5,32.306,2.611,2.056,0,0,3,0.066666667,45,2021,3,31.3,29.5
TO,O,CHICKEN REEF,18086S,199394,18086S199394,-18.658333,147.708333,RM,2,1994,7/12/1993,25,0,1.25,20.125,0,1.25,0,0,0,0,40,1993,12,31.1,29
CA,M,CHINAMAN REEF(16024),16024S,199697,16024S199697,-16.208333,145.8,RM,5,1997,26/01/1997,45,0,2.5,36.25,0,1.607,13,0.31,0,0,42,1997,1,30.5,28.6
CA,M,CHINAMAN REEF(16024),16024S,201213,16024S201213,-16.208333,145.8,RM,21,2013,11/01/2013,15,2.5,2.5,20.163,12.011,1.467,2,0.043,1,0.02173913,46,2013,1,32.7,29.6
CA,M,CHINAMAN REEF(16024),16024S,199900,16024S199900,-16.208333,145.8,RM,8,2000,27/01/2000,7.5,7.5,2.5,12.938,18.563,1.938,1,0.025,0,0,40,2000,1,31.3,28.7
CA,M,CHINAMAN REEF(16024),16024S,201819,16024S201819,-16.208333,145.8,RM,27,2019,21/02/2019,7.5,2.5,0,10.743,6.351,0.743,0,0,6,0.162162162,37,2019,2,33,29.5
CA,M,CHINAMAN REEF(16024),16024S,200203,16024S200203,-16.208333,145.8,RM,11,2003,30/10/2002,11.25,2.5,2.5,10.438,10.688,1.563,0,0,0,0,40,2002,10,30.7,29.8
CA,M,CHINAMAN REEF(16024),16024S,200910,16024S200910,-16.208333,145.8,RAP,18,2010,22/11/2009,25,7.5,2.5,25.116,9.186,2.326,0,0,1,0.023255814,43,2009,11,29.9,29.7
CA,M,CHINAMAN REEF(16024),16024S,200607,16024S200607,-16.208333,145.8,RM,15,2007,22/10/2006,15,7.5,0,16.061,14.924,1.061,0,0,5,0.151515152,33,2006,10,28.6,28.9
SW,M,CHINAMAN REEF(22102),22102S,201920,22102S201920,-22.008333,152.658333,RAP,28,2020,18/01/2020,2.5,15,1.25,4.474,17.796,1.25,131,3.447,74,1.947368421,38,2020,1,32,27.6
SW,M,CHINAMAN REEF(22102),22102S,201617,22102S201617,-22.008333,152.658333,RM,25,2017,23/01/2017,45,2.5,2.5,47.045,10.455,4.848,99,3,26,0.787878788,33,2017,1,31.1,27.9
SW,M,CHINAMAN REEF(22102),22102S,200910,22102S200910,-22.008333,152.658333,RMRAP,18,2010,15/01/2010,20,15,2.5,17.109,17.031,1.484,0,0,9,0.28125,32,2010,1,30.1,26.3
SW,M,CHINAMAN REEF(22102),22102S,200506,22102S200506,-22.008333,152.658333,RMRAP,14,2006,5/01/2006,15,2.5,0,15.455,13.409,1.212,1,0.03,55,1.666666667,33,2006,1,32.3,26.9
SW,M,CHINAMAN REEF(22102),22102S,201112,22102S201112,-22.008333,152.658333,RMRAP,20,2012,7/01/2012,25,2.5,2.5,24.032,6.694,1.371,0,0,60,1.935483871,31,2012,1,29.7,26.6
SW,M,CHINAMAN REEF(22102),22102S,201516,22102S201516,-22.008333,152.658333,RMRAP,24,2016,20/01/2016,35,7.5,2.5,37.536,15.429,2.5,0,0,77,2.2,35,2016,1,32,27.8
SW,M,CHINAMAN REEF(22102),22102S,201415,22102S201415,-22.008333,152.658333,RM,23,2015,23/01/2015,56.25,2.5,2.5,44.181,8.017,1.897,0,0,25,0.862068966,29,2015,1,31.4,27.3
SW,M,CHINAMAN REEF(22102),22102S,201718,22102S201718,-22.008333,152.658333,RAP,26,2018,1/02/2018,11.25,5,1.25,25.074,10.221,1.25,89,2.618,78,2.294117647,34,2018,2,30.8,27.5
SW,M,CHINAMAN REEF(22102),22102S,201819,22102S201819,-22.008333,152.658333,RM,27,2019,10/04/2019,2.5,2.5,2.5,4.397,7.5,1.466,56,1.931,47,1.620689655,29,2019,4,27.1,27.7
SW,M,CHINAMAN REEF(22102),22102S,199394,22102S199394,-22.008333,152.658333,RM,2,1994,23/05/1994,15,0,0,20.25,0,0.667,0,0,0,0,30,1994,5,24.4,26
SW,M,CHINAMAN REEF(22102),22102S,200203,22102S200203,-22.008333,152.658333,RM,11,2003,7/09/2002,5,15,2.5,12.583,16.208,2.583,114,3.8,0,0,30,2002,9,26.5,27.7
SW,M,CHINAMAN REEF(22102),22102S,202021,22102S202021,-22.008333,152.658333,RM,29,2021,6/09/2020,15,2.5,0,17.056,4.516,0.161,1,0.032,20,0.64516129,31,2020,9,25.5,27.6
IN,M,FLORA REEF,17010S,199293,17010S199293,-17.183333,146.291667,RM,1,1993,26/06/1993,20,0,0,14.565,0,1.957,2,0.043,0,0,46,1993,6,24.4,27.3
SW,M,CHINAMAN REEF(22102),22102S,200809,22102S200809,-22.008333,152.658333,RM,17,2009,29/11/2008,25,25,2.5,18.611,17.315,2.037,2,0.074,12,0.444444444,27,2008,11,30.6,26.7
SW,M,CHINAMAN REEF(22102),22102S,201213,22102S201213,-22.008333,152.658333,RM,21,2013,1/09/2012,25,7.5,2.5,21.371,15.323,2.258,4,0.129,12,0.387096774,31,2012,9,25.7,26.6
SW,M,CHINAMAN REEF(22102),22102S,200102,22102S200102,-22.008333,152.658333,RM,10,2002,14/08/2001,7.5,2.5,2.5,19.962,8.182,2.652,102,3.091,0,0,33,2001,8,23.8,27.4
SW,M,CHINAMAN REEF(22102),22102S,201314,22102S201314,-22.008333,152.658333,RMRAP,22,2014,20/09/2013,35,7.5,2.5,34.688,11.563,2.344,1,0.031,14,0.4375,32,2013,9,27.9,27.3
SW,M,CHINAMAN REEF(22102),22102S,200405,22102S200405,-22.008333,152.658333,RM,13,2005,29/11/2004,15,7.5,2.5,16.466,12.241,1.293,1,0.034,0,0,29,2004,11,29.8,27.9
SW,M,CHINAMAN REEF(22102),22102S,200304,22102S200304,-22.008333,152.658333,RM,12,2004,22/10/2003,5,11.25,2.5,14.554,12.5,2.232,10,0.357,0,0,28,2003,10,28.7,27.3
SW,M,CHINAMAN REEF(22102),22102S,200001,22102S200001,-22.008333,152.658333,RM,9,2001,7/09/2000,15,7.5,2.5,17.13,10.926,4.815,1005,37.222,0,0,27,2000,9,25.1,25.2
SW,M,CHINAMAN REEF(22102),22102S,199596,22102S199596,-22.008333,152.658333,RM,4,1996,27/11/1995,25,0,0,25.833,0,1.083,0,0,0,0,30,1995,11,28.6,25.5
SW,M,CHINAMAN REEF(22102),22102S,199697,22102S199697,-22.008333,152.658333,RM,5,1997,6/11/1996,25,0,0,23.977,0,1.212,5,0.152,0,0,33,1996,11,28.6,26.6
SW,M,CHINAMAN REEF(22102),22102S,199495,22102S199495,-22.008333,152.658333,RM,3,1995,16/11/1994,25,0,2.5,25.645,0,1.452,1,0.032,0,0,31,1994,11,28,26
